geracao,melhor_aptidao,aptidao_media
0,0.141141,-0.018801
1,0.143971,0.031883
2,0.143971,0.020702
3,0.147823,0.036657
4,0.147823,0.042974
5,0.147985,0.073291
6,0.147985,0.070719
7,0.151496,0.083396
8,0.151496,0.084442
9,0.155786,0.081633
10,0.157800,0.087818
11,0.160452,0.086784
12,0.160452,0.069933
13,0.160452,0.084407
14,0.160452,0.091348
15,0.160452,0.080035
16,0.160452,0.085140
17,0.160759,0.084898
18,0.160759,0.093238
19,0.160759,0.100758
20,0.160759,0.095111
21,0.160759,0.090506
22,0.160759,0.094971
23,0.160759,0.087908
24,0.160759,0.090238
25,0.161698,0.090576
26,0.161698,0.101261
27,0.161698,0.086819
28,0.161698,0.110301
29,0.161698,0.097646
30,0.161698,0.094975
31,0.161698,0.086353
32,0.161698,0.100243
33,0.161698,0.081625
34,0.161698,0.073324
35,0.161698,0.088745
36,0.161698,0.090991
37,0.161720,0.089935
38,0.161720,0.091340
39,0.161720,0.090138
40,0.161720,0.092587
41,0.161794,0.094890
42,0.161794,0.066233
43,0.161794,0.071285
44,0.161831,0.088298
45,0.161831,0.086021
46,0.161831,0.092329
47,0.161831,0.098300
48,0.161831,0.094956
49,0.161834,0.103151
50,0.161834,0.103713
51,0.161834,0.086176
52,0.161955,0.084249
53,0.161955,0.089284
54,0.162051,0.084583
55,0.162276,0.084763
56,0.162276,0.086627
57,0.162276,0.095781
58,0.162855,0.106426
59,0.162889,0.094407
60,0.162889,0.090214
61,0.163704,0.098900
62,0.163704,0.108938
63,0.163704,0.112194
64,0.163704,0.110802
65,0.163704,0.111480
66,0.165581,0.109532
67,0.165581,0.116664
68,0.165581,0.115225
69,0.165581,0.111369
70,0.165581,0.113087
71,0.165581,0.096454
72,0.165581,0.099289
73,0.165581,0.093291
74,0.166418,0.085832
75,0.166418,0.100548
76,0.166418,0.106595
77,0.166418,0.110095
78,0.166418,0.112816
79,0.166418,0.112004
80,0.166418,0.107116
81,0.166418,0.107478
82,0.166418,0.105824
83,0.166418,0.108664
84,0.166418,0.111178
85,0.166418,0.114083
86,0.166418,0.105907
87,0.166418,0.110948
88,0.166418,0.114505
89,0.166418,0.106940
90,0.166418,0.104660
91,0.166418,0.101579
92,0.166418,0.107476
93,0.166418,0.103573
94,0.166839,0.105913
95,0.166839,0.108605
96,0.166839,0.106884
97,0.166839,0.103057
98,0.166926,0.104625
99,0.166926,0.107521
100,0.166966,0.102768
101,0.167734,0.097812
