geracao,melhor_aptidao,aptidao_media
0,0.138419,0.090056
1,0.145822,0.100876
2,0.145822,0.116943
3,0.154487,0.121675
4,0.160874,0.127245
5,0.160874,0.132750
6,0.160874,0.134448
7,0.161319,0.141276
8,0.162855,0.143366
9,0.163199,0.149364
10,0.163758,0.150100
11,0.164245,0.147058
12,0.164245,0.150660
13,0.164245,0.151114
14,0.164595,0.151308
15,0.165231,0.153871
16,0.165318,0.151310
17,0.165318,0.152179
18,0.165375,0.149225
19,0.165617,0.151844
20,0.165617,0.149952
21,0.165704,0.154287
22,0.165819,0.150516
23,0.165819,0.155255
24,0.166702,0.152360
25,0.166961,0.150389
26,0.167145,0.153061
27,0.167145,0.155260
28,0.167145,0.153901
29,0.167145,0.153183
30,0.167145,0.151511
31,0.167145,0.153378
32,0.167145,0.151650
33,0.167145,0.152432
34,0.167518,0.152794
35,0.167518,0.148333
36,0.167518,0.151664
37,0.167518,0.152489
38,0.167822,0.154367
39,0.167822,0.155472
40,0.167822,0.153657
41,0.167822,0.154980
42,0.167822,0.153521
43,0.167829,0.151941
44,0.167829,0.154728
45,0.167829,0.150186
46,0.167829,0.158701
47,0.167829,0.156202
48,0.167829,0.153051
49,0.167829,0.152688
50,0.167965,0.155369
51,0.167965,0.151777
52,0.167965,0.156049
53,0.167965,0.153481
54,0.167965,0.153787
55,0.168008,0.153773
56,0.168015,0.154972
57,0.168015,0.154413
58,0.168114,0.155251
59,0.168114,0.154618
60,0.168114,0.152786
61,0.168114,0.152520
62,0.168114,0.153619
63,0.168114,0.156794
64,0.168170,0.152741
65,0.168170,0.152834
66,0.168170,0.154086
67,0.168176,0.155757
68,0.168176,0.155484
69,0.168176,0.155990
70,0.168176,0.156245
71,0.168176,0.154773
72,0.168258,0.153606
73,0.168258,0.153139
74,0.168258,0.156490
75,0.168258,0.154725
76,0.168355,0.152333
77,0.168355,0.156853
78,0.168355,0.152120
79,0.168355,0.156566
80,0.168355,0.154795
81,0.168355,0.152166
82,0.168355,0.157407
83,0.168355,0.156225
84,0.168371,0.154043
85,0.168379,0.155905
86,0.168379,0.156756
87,0.168753,0.155409
88,0.168753,0.151268
89,0.168753,0.154318
90,0.168777,0.153673
91,0.168777,0.154091
92,0.168777,0.155117
93,0.168777,0.155244
94,0.168777,0.153145
95,0.168777,0.156493
96,0.168777,0.153827
97,0.168777,0.150664
98,0.168777,0.155132
99,0.168777,0.156917
100,0.168777,0.154405
101,0.168777,0.152735
102,0.168777,0.154514
103,0.168777,0.153401
104,0.168802,0.154343
105,0.168802,0.154325
106,0.168802,0.152876
107,0.168802,0.155092
108,0.168802,0.153087
109,0.168802,0.154603
110,0.168802,0.154737
111,0.168802,0.153775
112,0.168802,0.155835
113,0.168802,0.154367
114,0.169191,0.156420
115,0.169191,0.157596
116,0.169191,0.153810
117,0.169191,0.154068
118,0.169367,0.157277
119,0.169367,0.154049
120,0.169367,0.156152
121,0.169422,0.152248
122,0.169422,0.155337
123,0.169422,0.152878
124,0.169422,0.154835
125,0.169422,0.158621
126,0.169422,0.157581
127,0.169422,0.157325
128,0.169422,0.154947
129,0.169565,0.155805
130,0.169565,0.155806
131,0.169565,0.154521
132,0.169565,0.159103
133,0.169565,0.156472
134,0.169565,0.154600
135,0.169565,0.156465
136,0.169629,0.151894
137,0.169629,0.154791
138,0.169629,0.156299
139,0.169629,0.159117
140,0.169629,0.155514
141,0.169629,0.158651
142,0.169629,0.157510
143,0.169629,0.154150
144,0.169629,0.155414
145,0.169629,0.153980
146,0.169629,0.155567
147,0.169629,0.155575
148,0.169642,0.156438
149,0.169642,0.157432
150,0.169642,0.154961
151,0.169642,0.155466
152,0.169642,0.157234
153,0.169642,0.155879
154,0.169642,0.160459
155,0.169642,0.154075
156,0.169642,0.152886
157,0.169642,0.155924
158,0.169642,0.157066
159,0.169735,0.156111
160,0.169735,0.155191
161,0.169735,0.156948
162,0.169735,0.158014
163,0.169735,0.157547
164,0.169735,0.155140
165,0.169735,0.154381
166,0.169735,0.159007
167,0.169735,0.153355
168,0.169735,0.154328
169,0.169735,0.155051
170,0.169735,0.153961
171,0.169735,0.154852
172,0.169735,0.153817
173,0.169847,0.153397
174,0.169847,0.152260
175,0.169847,0.154952
176,0.169847,0.154876
177,0.169847,0.154647
178,0.169847,0.154576
179,0.169877,0.157013
180,0.169877,0.158486
181,0.169877,0.154646
182,0.169877,0.157692
183,0.169877,0.156633
184,0.169877,0.153518
185,0.169877,0.155479
186,0.169880,0.155178
187,0.169880,0.152179
188,0.169880,0.152579
189,0.169880,0.151853
190,0.169880,0.154772
191,0.169880,0.153834
192,0.169880,0.154476
193,0.169880,0.154081
194,0.169880,0.154122
195,0.169880,0.157396
196,0.169880,0.152487
197,0.169880,0.154075
198,0.169880,0.151095
199,0.169880,0.152826
200,0.169880,0.152629
201,0.169909,0.152420
202,0.169909,0.150010
203,0.169909,0.153725
204,0.169909,0.151598
205,0.169909,0.154152
206,0.169909,0.152428
207,0.169909,0.155982
208,0.169909,0.158023
209,0.169909,0.157268
210,0.169909,0.154602
211,0.169909,0.158978
212,0.169909,0.157939
213,0.169909,0.154751
214,0.169909,0.154557
215,0.169909,0.157724
216,0.169909,0.156614
217,0.169909,0.155438
218,0.169909,0.156275
219,0.169909,0.155018
220,0.169921,0.153391
221,0.169921,0.155651
222,0.169921,0.152932
223,0.169921,0.154841
224,0.169921,0.156615
225,0.169921,0.155241
226,0.169921,0.156344
227,0.169921,0.154622
228,0.169921,0.155417
229,0.169921,0.152809
230,0.169921,0.154795
231,0.169921,0.155301
232,0.169968,0.154531
233,0.169968,0.158016
234,0.169968,0.156994
235,0.169968,0.156372
236,0.170023,0.156923
237,0.170023,0.156003
238,0.170023,0.153512
239,0.170023,0.152224
240,0.170023,0.156893
241,0.170023,0.154273
242,0.170023,0.156756
243,0.170023,0.154317
244,0.170046,0.157861
245,0.170046,0.155729
246,0.170046,0.153506
247,0.170046,0.154890
248,0.170046,0.155210
249,0.170046,0.155522
250,0.170046,0.152933
251,0.170046,0.157251
252,0.170046,0.154160
253,0.170046,0.154459
254,0.170081,0.157075
255,0.170081,0.155741
256,0.170081,0.155523
257,0.170081,0.157507
258,0.170081,0.156975
259,0.170081,0.153324
260,0.170081,0.157002
261,0.170081,0.154652
262,0.170081,0.152952
263,0.170081,0.155546
264,0.170081,0.153257
265,0.170081,0.155513
266,0.170081,0.154256
267,0.170097,0.157176
268,0.170097,0.156724
269,0.170097,0.156751
270,0.170097,0.155315
