geracao,melhor_aptidao,aptidao_media
0,0.150135,-0.028055
1,0.150135,0.028838
2,0.150135,0.046214
3,0.150135,0.066247
4,0.153349,0.083625
5,0.153349,0.085004
6,0.153349,0.084040
7,0.153349,0.091324
8,0.153349,0.086823
9,0.153349,0.090428
10,0.154426,0.100127
11,0.154426,0.101634
12,0.154426,0.094855
13,0.156271,0.102286
14,0.156473,0.094365
15,0.156473,0.099984
16,0.159441,0.101330
17,0.159441,0.090515
18,0.159441,0.086341
19,0.159441,0.092521
20,0.160649,0.096271
21,0.160649,0.099404
22,0.160649,0.107051
23,0.160649,0.099306
24,0.162505,0.100509
25,0.162505,0.101107
26,0.162505,0.101340
27,0.162505,0.094317
28,0.162505,0.089964
29,0.163211,0.100311
30,0.163211,0.105158
31,0.163211,0.092388
32,0.163211,0.095875
33,0.164125,0.101996
34,0.164125,0.108565
35,0.165681,0.109288
36,0.166163,0.108098
37,0.166163,0.105390
38,0.166163,0.102630
39,0.166248,0.084567
40,0.166248,0.087276
41,0.166248,0.098048
42,0.166248,0.105614
43,0.166248,0.108357
44,0.166248,0.102350
45,0.166369,0.105705
46,0.166369,0.104596
47,0.166545,0.092366
48,0.166545,0.100586
49,0.166545,0.101203
50,0.166545,0.106362
51,0.166545,0.104273
52,0.166545,0.102220
53,0.166545,0.112609
54,0.166545,0.114704
55,0.166545,0.108824
56,0.166545,0.109090
57,0.166596,0.090317
58,0.166596,0.107509
59,0.166596,0.105048
60,0.166596,0.103676
61,0.166596,0.106088
62,0.166596,0.099647
63,0.166596,0.107523
64,0.166596,0.107712
65,0.167383,0.096086
66,0.167383,0.100816
67,0.167383,0.104906
68,0.167383,0.102602
69,0.167383,0.096867
70,0.167383,0.103787
71,0.167383,0.105558
72,0.167383,0.094807
73,0.167940,0.097762
74,0.167940,0.101700
75,0.167940,0.101464
76,0.167940,0.110632
77,0.167940,0.102843
78,0.167940,0.106860
79,0.167940,0.114788
80,0.167940,0.113735
81,0.167940,0.115030
82,0.167940,0.115174
83,0.167940,0.118930
84,0.167940,0.112563
85,0.167940,0.120617
86,0.167940,0.125759
87,0.167940,0.120793
88,0.167940,0.120716
89,0.167940,0.117835
90,0.167940,0.111840
91,0.167940,0.118152
92,0.167940,0.121264
93,0.168279,0.113964
94,0.168279,0.126682
95,0.168279,0.128119
96,0.168279,0.123928
97,0.168279,0.124649
98,0.168279,0.123070
99,0.168279,0.119999
100,0.168279,0.121864
101,0.168279,0.120331
102,0.168279,0.108253
103,0.168279,0.117682
104,0.168279,0.118359
105,0.168339,0.122313
106,0.168339,0.120464
107,0.168339,0.117666
108,0.168339,0.118099
109,0.168339,0.116177
110,0.168339,0.115235
111,0.168339,0.111307
112,0.168339,0.118464
113,0.168339,0.113441
114,0.168339,0.110709
115,0.168339,0.114742
116,0.168339,0.116105
117,0.168339,0.115796
118,0.168339,0.114619
119,0.168339,0.110539
120,0.168339,0.113181
121,0.168339,0.118569
122,0.168339,0.107898
123,0.168339,0.113513
124,0.168339,0.110167
125,0.168339,0.108814
126,0.168339,0.114601
127,0.168339,0.111868
128,0.168339,0.111744
129,0.168339,0.109801
130,0.168339,0.107039
131,0.168339,0.107158
132,0.168339,0.103737
133,0.168339,0.109389
134,0.168339,0.107100
135,0.168339,0.107169
136,0.168339,0.112887
137,0.168339,0.110079
138,0.168339,0.103501
139,0.168379,0.100231
140,0.168379,0.096185
141,0.168379,0.104406
142,0.168379,0.114905
143,0.168379,0.106290
144,0.168379,0.114228
145,0.168379,0.111464
146,0.168379,0.108056
147,0.168404,0.104469
148,0.168519,0.115593
149,0.168519,0.117748
150,0.168519,0.116146
151,0.168519,0.115446
152,0.168519,0.113238
153,0.168519,0.114136
154,0.168547,0.106544
155,0.168547,0.111832
156,0.168547,0.106927
157,0.168547,0.111137
158,0.168563,0.106229
159,0.168687,0.112025
160,0.168687,0.107512
161,0.168687,0.109935
162,0.168687,0.103845
163,0.168687,0.102347
164,0.168687,0.088933
165,0.168687,0.104198
166,0.168687,0.111537
167,0.168687,0.114383
168,0.168687,0.116428
169,0.168687,0.115465
170,0.168687,0.111666
171,0.168687,0.100313
172,0.168687,0.104639
173,0.168687,0.107547
174,0.168687,0.103884
175,0.168687,0.083955
176,0.168687,0.097192
177,0.168687,0.092240
178,0.168687,0.091052
179,0.168687,0.094653
180,0.168687,0.090812
181,0.168687,0.095530
182,0.168687,0.096322
183,0.168687,0.098286
184,0.168687,0.106643
185,0.168687,0.108910
186,0.168687,0.110880
187,0.168687,0.105066
188,0.168687,0.105037
189,0.168687,0.109564
190,0.168687,0.109734
191,0.168687,0.105443
192,0.168687,0.113920
193,0.168687,0.113209
194,0.168687,0.114685
195,0.168687,0.110139
196,0.168687,0.104766
197,0.168687,0.114706
198,0.168687,0.114536
199,0.168687,0.111913
200,0.168687,0.112507
201,0.168687,0.115923
202,0.168687,0.117577
203,0.168687,0.111027
204,0.168687,0.113754
205,0.168970,0.118665
206,0.168970,0.111521
207,0.168970,0.113405
208,0.168970,0.112476
209,0.168970,0.114818
210,0.168970,0.116448
211,0.168970,0.120327
212,0.168970,0.117164
213,0.168970,0.114384
214,0.168970,0.104278
215,0.168970,0.101126
216,0.168970,0.114579
217,0.168970,0.109823
218,0.168970,0.112072
219,0.168970,0.111955
220,0.168970,0.105261
221,0.168970,0.101665
222,0.168970,0.107721
223,0.168970,0.113898
224,0.168970,0.118319
225,0.168970,0.119453
226,0.168970,0.123195
227,0.168970,0.115828
228,0.168970,0.098479
229,0.168970,0.098293
230,0.168970,0.100616
231,0.168970,0.103419
232,0.168970,0.107601
233,0.169005,0.109617
234,0.169005,0.108550
235,0.169005,0.103675
236,0.169005,0.091221
237,0.169005,0.089284
238,0.169005,0.103715
239,0.169005,0.101386
240,0.169005,0.101840
241,0.169005,0.101260
242,0.169005,0.103282
243,0.169005,0.102915
244,0.169005,0.103755
245,0.169005,0.101236
246,0.169005,0.095191
247,0.169005,0.103888
248,0.169005,0.104598
249,0.169005,0.112930
250,0.169005,0.111663
251,0.169108,0.119523
252,0.169108,0.121972
253,0.169108,0.116833
254,0.169108,0.114796
255,0.169328,0.115588
256,0.169328,0.116723
257,0.169413,0.117903
258,0.169413,0.117994
259,0.169413,0.116385
260,0.169413,0.109776
261,0.169413,0.104574
262,0.169413,0.109741
263,0.169413,0.110014
264,0.169413,0.100649
265,0.169413,0.107630
266,0.169413,0.107117
267,0.169413,0.096690
268,0.169413,0.098859
269,0.169413,0.110693
270,0.169413,0.116627
271,0.169413,0.114076
272,0.169495,0.108354
273,0.169495,0.115575
274,0.169495,0.113093
275,0.169495,0.116789
276,0.169495,0.118584
277,0.169495,0.120964
278,0.169495,0.119338
279,0.169495,0.119931
280,0.169495,0.118077
281,0.169495,0.119981
282,0.169495,0.123352
283,0.169495,0.118026
284,0.169495,0.122498
285,0.169495,0.113057
286,0.169495,0.109208
287,0.169495,0.110659
288,0.169495,0.109725
289,0.169495,0.115922
290,0.169495,0.112677
291,0.169495,0.111152
292,0.169495,0.113863
293,0.169495,0.111421
