geracao,melhor_aptidao,aptidao_media
0,0.131852,-0.018561
1,0.145722,-0.021568
2,0.155793,0.027850
3,0.155793,0.039045
4,0.155793,0.070743
5,0.155793,0.063546
6,0.158035,0.082802
7,0.163028,0.093606
8,0.163028,0.079293
9,0.163028,0.064509
10,0.163504,0.081677
11,0.163504,0.072887
12,0.163504,0.058574
13,0.163504,0.071917
14,0.163504,0.081967
15,0.163504,0.087818
16,0.163504,0.096096
17,0.163504,0.095373
18,0.164849,0.102323
19,0.164849,0.099707
20,0.164849,0.109737
21,0.164849,0.108132
22,0.164849,0.109071
23,0.165099,0.116232
24,0.165099,0.116548
25,0.165099,0.107301
26,0.165099,0.106270
27,0.165099,0.107402
28,0.165099,0.100635
29,0.165099,0.099100
30,0.165323,0.102625
31,0.165323,0.096470
32,0.165323,0.086057
33,0.165336,0.093148
34,0.165336,0.094688
35,0.165336,0.111794
36,0.165336,0.113068
37,0.165336,0.108010
38,0.165492,0.113478
39,0.165616,0.112821
40,0.165616,0.109663
41,0.165616,0.112360
42,0.165616,0.108430
43,0.165616,0.112403
44,0.165616,0.112362
45,0.165616,0.108486
46,0.165616,0.113594
47,0.165616,0.110153
48,0.165616,0.104237
49,0.165616,0.110625
50,0.165616,0.108150
51,0.165616,0.110683
52,0.165616,0.108091
53,0.165616,0.113780
54,0.165616,0.118514
55,0.166572,0.122023
56,0.166572,0.125912
57,0.166572,0.121816
58,0.166572,0.122985
59,0.166572,0.120826
60,0.166572,0.116200
61,0.166572,0.122081
62,0.166572,0.118692
63,0.166572,0.119902
64,0.166572,0.115549
65,0.166572,0.112543
66,0.166572,0.109195
67,0.166572,0.111089
68,0.166572,0.112990
69,0.166572,0.118688
70,0.166572,0.108604
71,0.166572,0.097552
72,0.166572,0.100408
73,0.166572,0.098718
74,0.166662,0.108706
75,0.166662,0.096928
76,0.166662,0.101522
77,0.166662,0.098584
78,0.166662,0.106892
79,0.166662,0.104389
80,0.166662,0.105686
81,0.166662,0.108132
82,0.166662,0.104132
83,0.166662,0.109348
84,0.166662,0.117564
85,0.166688,0.116101
86,0.166688,0.113191
87,0.166688,0.110414
88,0.166688,0.106713
89,0.166688,0.108462
90,0.166688,0.108368
91,0.166688,0.108466
92,0.166695,0.111515
93,0.166695,0.114522
94,0.166695,0.115752
95,0.167192,0.111162
96,0.167306,0.118445
97,0.167306,0.125536
98,0.167306,0.120749
99,0.167306,0.118585
100,0.167306,0.114108
101,0.167306,0.114047
102,0.167306,0.108586
103,0.167306,0.110090
104,0.167306,0.101333
105,0.167306,0.104886
106,0.167306,0.115481
107,0.167588,0.112953
108,0.167588,0.112074
109,0.167588,0.106516
110,0.167588,0.107502
111,0.167588,0.115331
112,0.167588,0.121135
113,0.167588,0.117671
114,0.167588,0.113694
115,0.167588,0.112340
116,0.167588,0.114626
117,0.167588,0.112247
118,0.167588,0.112758
119,0.167691,0.103073
120,0.167691,0.097493
121,0.167691,0.096929
122,0.167691,0.104490
123,0.167691,0.109989
124,0.167691,0.085644
125,0.167691,0.083370
126,0.167691,0.093181
127,0.167691,0.100855
128,0.167691,0.110434
129,0.167691,0.110191
130,0.167691,0.101718
131,0.167691,0.106395
132,0.167691,0.108207
133,0.167691,0.104306
134,0.167691,0.098220
135,0.167691,0.102664
136,0.167691,0.108889
137,0.167691,0.115890
138,0.167691,0.112688
139,0.167691,0.117041
140,0.167691,0.113101
141,0.167691,0.112301
142,0.167691,0.114564
143,0.167799,0.115550
144,0.167799,0.108181
145,0.167799,0.104994
146,0.167799,0.103317
147,0.167799,0.101009
148,0.167799,0.098545
149,0.167799,0.090634
150,0.167799,0.092658
151,0.167799,0.097232
152,0.167799,0.092409
153,0.167799,0.097358
154,0.167799,0.100441
155,0.167799,0.105405
156,0.167799,0.101059
157,0.167799,0.106394
158,0.167799,0.100959
159,0.167799,0.107792
160,0.167799,0.111668
161,0.167799,0.107176
162,0.167990,0.107831
163,0.167990,0.111953
164,0.167990,0.112215
165,0.167990,0.110812
166,0.167990,0.108414
167,0.167990,0.112367
168,0.167990,0.111615
169,0.167990,0.110128
170,0.168438,0.112933
171,0.168438,0.110896
172,0.168438,0.113650
173,0.168438,0.119968
174,0.168438,0.119665
175,0.168438,0.123252
176,0.168438,0.123425
177,0.168438,0.126230
178,0.168438,0.118500
179,0.168438,0.125003
180,0.168842,0.110002
181,0.168842,0.119149
182,0.168842,0.114081
183,0.168842,0.116575
184,0.168842,0.114932
185,0.168842,0.114704
186,0.168842,0.117133
187,0.168842,0.114000
188,0.168842,0.119715
189,0.168842,0.117491
190,0.168842,0.111334
191,0.168842,0.109139
192,0.168842,0.110124
193,0.168842,0.110662
194,0.168842,0.116711
195,0.168842,0.114284
196,0.168842,0.108711
197,0.168842,0.100968
198,0.168842,0.112055
199,0.168842,0.109773
200,0.168869,0.108845
201,0.168869,0.111589
202,0.168869,0.113463
203,0.168869,0.110991
204,0.168869,0.098935
205,0.168869,0.102408
206,0.168869,0.096961
207,0.168869,0.098327
208,0.168869,0.104645
209,0.168869,0.105184
210,0.168869,0.079561
211,0.168869,0.102890
212,0.168869,0.109661
213,0.168869,0.105620
214,0.168869,0.101372
215,0.168869,0.103413
216,0.168869,0.101454
217,0.168869,0.108227
218,0.168869,0.112801
219,0.168869,0.105287
220,0.168869,0.100250
221,0.168869,0.105945
222,0.168869,0.103601
223,0.168869,0.098933
224,0.168869,0.100685
225,0.168869,0.105845
226,0.168869,0.108406
227,0.168869,0.110075
228,0.168869,0.112833
229,0.168869,0.105755
230,0.168869,0.104185
231,0.168869,0.106689
232,0.168869,0.110753
233,0.168869,0.116119
234,0.168869,0.118855
235,0.168869,0.105115
236,0.168869,0.109182
237,0.168869,0.106708
238,0.168869,0.116367
239,0.168869,0.111276
240,0.168869,0.112937
241,0.168869,0.108028
242,0.168869,0.110579
243,0.168869,0.109487
244,0.168869,0.115191
245,0.168869,0.117148
246,0.168869,0.103272
247,0.168869,0.112977
248,0.168869,0.115766
249,0.168869,0.115101
250,0.168869,0.117957
251,0.168869,0.113797
252,0.168869,0.109103
253,0.168869,0.110244
254,0.168869,0.110478
255,0.168869,0.106909
256,0.168869,0.115927
257,0.168869,0.116282
258,0.168869,0.102258
259,0.168869,0.101690
260,0.168869,0.114061
261,0.168869,0.114569
262,0.168869,0.112902
263,0.168869,0.117101
264,0.168869,0.122548
265,0.168869,0.124430
266,0.168869,0.124237
267,0.168869,0.120249
268,0.168869,0.120399
269,0.168869,0.119877
270,0.168869,0.115831
271,0.168869,0.107837
272,0.168869,0.110698
273,0.168869,0.117103
274,0.168869,0.117800
275,0.168869,0.120322
276,0.168869,0.117155
277,0.168869,0.117294
278,0.168869,0.122194
279,0.168869,0.109119
280,0.168869,0.118152
281,0.168869,0.108548
282,0.168869,0.113225
283,0.168869,0.116954
284,0.168869,0.111306
285,0.168869,0.096646
286,0.168869,0.105349
287,0.168869,0.115381
288,0.168869,0.116594
289,0.168869,0.113081
290,0.168869,0.103030
291,0.168869,0.114527
292,0.168869,0.112319
293,0.168869,0.109661
294,0.168869,0.114079
295,0.168869,0.104231
296,0.168869,0.100682
297,0.168869,0.108161
298,0.168869,0.117827
299,0.168869,0.115575
300,0.168869,0.115373
301,0.168869,0.114594
302,0.168869,0.118485
303,0.168869,0.117400
304,0.168869,0.119310
305,0.168869,0.115059
306,0.168869,0.109220
307,0.168869,0.107366
308,0.168869,0.109324
309,0.168869,0.110356
310,0.168869,0.105851
311,0.168869,0.103810
312,0.168912,0.107291
313,0.168912,0.108807
314,0.168912,0.108755
315,0.168912,0.108624
316,0.168912,0.107849
317,0.168912,0.107732
318,0.168912,0.109455
319,0.168912,0.106597
320,0.168912,0.100775
321,0.168912,0.098126
322,0.168912,0.104709
323,0.168912,0.105393
324,0.168912,0.109391
325,0.168912,0.108745
326,0.169058,0.095480
327,0.169058,0.109970
328,0.169058,0.108058
329,0.169058,0.109349
330,0.169058,0.110790
331,0.169058,0.103785
332,0.169058,0.109206
333,0.169058,0.114780
334,0.169058,0.120994
335,0.169058,0.117059
336,0.169058,0.124467
337,0.169058,0.125729
338,0.169058,0.130862
339,0.169058,0.125900
340,0.169058,0.123529
341,0.169058,0.120686
342,0.169058,0.120444
343,0.169058,0.115687
344,0.169058,0.106389
345,0.169058,0.107916
346,0.169058,0.111744
347,0.169058,0.109915
348,0.169058,0.120648
349,0.169058,0.113994
350,0.169058,0.120591
351,0.169058,0.118122
352,0.169058,0.121213
353,0.169058,0.109537
354,0.169058,0.118619
355,0.169058,0.112837
356,0.169058,0.100460
357,0.169058,0.102246
358,0.169058,0.114276
359,0.169058,0.105680
360,0.169058,0.110049
361,0.169058,0.107000
362,0.169058,0.109622
363,0.169058,0.114866
364,0.169058,0.110913
365,0.169058,0.102981
366,0.169058,0.103187
367,0.169058,0.102334
368,0.169058,0.104022
369,0.169058,0.093370
370,0.169058,0.105389
371,0.169058,0.094229
372,0.169058,0.094585
373,0.169058,0.102591
374,0.169058,0.088800
375,0.169058,0.104380
376,0.169058,0.100172
377,0.169058,0.106831
378,0.169058,0.098940
379,0.169058,0.113877
380,0.169058,0.111976
381,0.169058,0.112376
382,0.169058,0.111814
383,0.169058,0.114709
384,0.169071,0.118651
385,0.169071,0.125564
386,0.169071,0.124948
387,0.169071,0.120802
388,0.169071,0.120185
389,0.169071,0.117106
390,0.169071,0.123055
391,0.169071,0.122436
392,0.169071,0.125344
393,0.169071,0.126247
394,0.169071,0.123819
395,0.169071,0.125324
396,0.169071,0.126189
397,0.169071,0.120181
398,0.169071,0.115229
399,0.169071,0.122376
400,0.169071,0.122655
401,0.169071,0.119573
402,0.169071,0.123545
403,0.169071,0.119142
404,0.169071,0.119058
405,0.169071,0.109816
406,0.169071,0.113130
407,0.169071,0.105959
408,0.169071,0.108397
409,0.169071,0.108211
410,0.169071,0.101283
411,0.169071,0.103138
412,0.169071,0.105575
413,0.169071,0.114808
414,0.169071,0.115842
415,0.169071,0.121945
416,0.169110,0.124519
417,0.169110,0.122498
418,0.169110,0.120326
419,0.169110,0.119775
420,0.169110,0.120939
421,0.169110,0.117581
422,0.169110,0.123962
423,0.169110,0.123920
424,0.169110,0.121188
425,0.169110,0.115897
426,0.169110,0.125456
427,0.169110,0.120573
428,0.169110,0.120927
429,0.169110,0.123836
430,0.169110,0.126146
431,0.169110,0.116571
432,0.169110,0.106745
433,0.169110,0.114382
434,0.169110,0.121232
435,0.169110,0.114374
436,0.169110,0.117341
437,0.169110,0.121726
438,0.169110,0.117179
439,0.169110,0.116819
440,0.169110,0.108971
441,0.169110,0.111643
442,0.169110,0.111249
443,0.169110,0.112836
444,0.169110,0.116012
445,0.169110,0.114298
446,0.169110,0.113213
447,0.169110,0.116947
448,0.169110,0.112397
449,0.169110,0.120409
450,0.169110,0.116859
451,0.169110,0.116183
452,0.169110,0.118917
453,0.169110,0.111114
454,0.169110,0.115277
455,0.169110,0.115147
456,0.169110,0.112311
457,0.169110,0.115498
458,0.169110,0.112882
459,0.169110,0.114559
460,0.169110,0.120209
461,0.169110,0.123746
462,0.169110,0.118037
463,0.169110,0.114668
464,0.169110,0.116909
465,0.169110,0.106860
466,0.169110,0.112363
467,0.169110,0.114514
468,0.169110,0.124069
469,0.169110,0.124177
470,0.169110,0.118044
471,0.169110,0.110263
472,0.169110,0.111934
473,0.169110,0.112809
474,0.169110,0.111549
475,0.169110,0.119385
476,0.169110,0.115890
477,0.169110,0.107579
478,0.169110,0.107437
479,0.169110,0.108083
480,0.169110,0.102294
481,0.169110,0.106714
482,0.169110,0.100250
483,0.169110,0.109399
484,0.169110,0.103136
485,0.169110,0.097724
486,0.169258,0.100809
487,0.169258,0.106436
488,0.169258,0.115686
489,0.169258,0.117812
490,0.169258,0.108476
491,0.169258,0.112249
492,0.169258,0.115744
493,0.169258,0.123915
494,0.169258,0.118923
495,0.169258,0.118454
496,0.169258,0.112423
497,0.169258,0.109590
498,0.169321,0.118485
499,0.169321,0.111535
500,0.169321,0.114996
501,0.169321,0.117025
502,0.169321,0.114467
503,0.169321,0.114721
504,0.169321,0.115048
505,0.169321,0.116060
506,0.169321,0.119565
507,0.169321,0.120869
508,0.169321,0.123232
509,0.169321,0.119270
510,0.169321,0.120971
511,0.169321,0.117687
512,0.169321,0.107849
513,0.169321,0.104604
514,0.169321,0.105086
515,0.169321,0.107713
516,0.169321,0.106683
517,0.169321,0.105736
518,0.169321,0.110818
519,0.169321,0.114818
520,0.169321,0.116029
521,0.169321,0.114863
522,0.169321,0.114595
523,0.169321,0.121316
524,0.169321,0.117179
525,0.169321,0.119389
526,0.169321,0.115814
527,0.169321,0.119296
528,0.169321,0.116442
529,0.169321,0.116623
530,0.169321,0.109668
531,0.169321,0.112082
532,0.169321,0.112098
533,0.169321,0.112957
534,0.169321,0.116163
535,0.169321,0.115682
536,0.169321,0.120740
537,0.169321,0.115682
538,0.169321,0.118523
539,0.169321,0.119070
540,0.169321,0.117406
541,0.169321,0.119388
542,0.169321,0.119034
543,0.169321,0.119828
544,0.169321,0.121605
545,0.169321,0.124328
546,0.169321,0.124102
547,0.169321,0.121900
548,0.169321,0.124141
549,0.169321,0.128645
550,0.169321,0.127426
551,0.169400,0.118638
552,0.169400,0.122540
553,0.169400,0.120511
554,0.169400,0.121821
555,0.169400,0.119472
556,0.169400,0.119076
557,0.169400,0.120156
558,0.169400,0.121100
559,0.169400,0.120209
560,0.169400,0.117095
561,0.169400,0.121623
562,0.169400,0.124396
563,0.169400,0.125670
564,0.169400,0.117082
565,0.169400,0.117262
566,0.169400,0.105434
567,0.169400,0.115826
568,0.169400,0.112133
569,0.169400,0.104615
570,0.169400,0.107926
571,0.169400,0.107726
